cross_streets,menu_date_updated,city,geo_accuracy,latitude,rating,mobile_url,review_count,is_claimed,snippet_text,snippet_image_url,display_phone,categories,id,is_closed,longitude,neighborhoods,address,image_url,display_address,url,menu_provider,country_code,rating_img_url,rating_img_url_large,phone,name,rating_img_url_small,postal_code,state_code
,1472872012,Ridgewood,8.0,40.7053299,4.5,https://m.yelp.com/biz/onderdonk-and-sons-ridgewood?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,39,false,"With so many new bars popping up in Ridgewood, its hard to find a nice friendly place. On three separate occasions we walked into Onderdonk & Sons after...",https://s3-media2.fl.yelpcdn.com/photo/TC1y6z5TYP895wVAxoR4fg/ms.jpg,+1-718-555-1212,"[[Cocktail Bars,cocktailbars],[Wine Bars,wine_bars],[Burgers,burgers]]",onderdonk-and-sons-ridgewood,false,-73.9100418,["Ridgewood"],["566 Onderdonk Ave"],https://s3-media3.fl.yelpcdn.com/bphoto/Rfej-waWX9yStreuKZnW7Q/ms.jpg,"[566 Onderdonk Ave,Ridgewood,Ridgewood, NY 11385]",https://www.yelp.com/biz/onderdonk-and-sons-ridgewood?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,7185551212,Onderdonk & Sons,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,11385,NY
,1472730776,New York,9.5,40.7263139141197,4.5,https://m.yelp.com/biz/upstate-new-york-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,1298,true,"This is such a cool place for either a date or casual friends hang out with very hip music in the background. I really like their wide selection of...",https://s3-media1.fl.yelpcdn.com/photo/XOem5hb8Ri_WEMK_Y2VaFw/ms.jpg,+1-917-408-3395,"[[Seafood,seafood]]",upstate-new-york-2,false,-73.9864901976935,["East Village"],["95 1st Ave"],https://s3-media1.fl.yelpcdn.com/bphoto/qJNkVkHcGWsprlouwX3siw/ms.jpg,"[95 1st Ave,East Village,New York, NY 10003]",https://www.yelp.com/biz/upstate-new-york-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,9174083395,Upstate,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10003,NY
Edens Aly & Fulton St,1475035953,New York,8.0,40.70873,4.5,https://m.yelp.com/biz/bocadillo-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,42,true,"I'm a huge fan! I've had the drool worthy avocado toast, the fresh mozzarella sandwich, jamon serrano, egg & cheese sandwich and the chai latte. Everything...",https://s3-media2.fl.yelpcdn.com/photo/1Rqk4l7VcH5DBv9GTFhT4w/ms.jpg,+1-212-227-4777,"[[Sandwiches,sandwiches],[Spanish,spanish],[Tapas/Small Plates,tapasmallplates]]",bocadillo-new-york,false,-74.00574,["Financial District"],["40 Gold St"],https://s3-media1.fl.yelpcdn.com/bphoto/MshMK-mZMjkD1b96vn_o1Q/ms.jpg,"[40 Gold St,Financial District,New York, NY 10038]",https://www.yelp.com/biz/bocadillo-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,2122274777,Bocadillo,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10038,NY
9th Ave & 8th Ave,,New York,8.0,40.76072,4.5,https://m.yelp.com/biz/dutch-freds-new-york-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,211,true,"I came in just looking for a simple shot and beer combo before a show. Alan the bartender obliged and despite the rush, was personable and had time to run...",https://s3-media2.fl.yelpcdn.com/photo/zahS-XvLFkQ7_6vkADehFA/ms.jpg,+1-646-918-6923,"[[Cocktail Bars,cocktailbars],[Tapas/Small Plates,tapasmallplates],[American (New),newamerican]]",dutch-freds-new-york-2,false,-73.98793,"[Theater District,Midtown West,Hell's Kitchen]",["307 W 47th St"],https://s3-media2.fl.yelpcdn.com/bphoto/78gMj-tpfLM1kHRq-oXiYw/ms.jpg,"[307 W 47th St,Theater District,New York, NY 10036]",https://www.yelp.com/biz/dutch-freds-new-york-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,6469186923,Dutch Freds,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10036,NY
East 9th St & Avenue A,,New York,8.0,40.7275,4.5,https://m.yelp.com/biz/thursday-kitchen-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,198,true,"Worth.the.wait.period!I came here with a friend of mine who knows I loveeeee me some Korean food.Thursday Kitchen is more fusion type Korean food so for...",https://s3-media1.fl.yelpcdn.com/photo/Yr6lGJDgteO6l30x83byCA/ms.jpg,+1-646-755-8088,"[[Korean,korean],[American (New),newamerican],[Tapas/Small Plates,tapasmallplates]]",thursday-kitchen-new-york,false,-73.9838,"[East Village,Alphabet City]",["424 E 9th St"],https://s3-media2.fl.yelpcdn.com/bphoto/Rrtsi0d4NZ-RR91UPRn7MQ/ms.jpg,"[424 E 9th St,East Village,New York, NY 10009]",https://www.yelp.com/biz/thursday-kitchen-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,6467558088,Thursday Kitchen,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10009,NY
Baxter St & Centre St,1472899518,New York,8.0,40.71787,4.5,https://m.yelp.com/biz/chikarashi-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,250,true,"I did a double take when I saw that this place serves Dole Whip, because I've never seen it available outside of Hawaii, and the one time I went to Honolulu...",https://s3-media3.fl.yelpcdn.com/photo/D2qsh04BG8kqvhuvvensuA/ms.jpg,+1-646-649-5965,"[[Japanese,japanese],[Hawaiian,hawaiian],[Poke,poke]]",chikarashi-new-york,false,-73.99948,["Chinatown"],["227 Canal St"],https://s3-media1.fl.yelpcdn.com/bphoto/l_hihX7b8pz2mcaHDnjwvQ/ms.jpg,"[227 Canal St,Chinatown,New York, NY 10013]",https://www.yelp.com/biz/chikarashi-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,6466495965,Chikarashi,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10013,NY
,,Long Island City,8.0,40.74259,4.0,https://m.yelp.com/biz/takumen-long-island-city?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,45,true,"What a great addition to the neighborhood. I first thought it was just a coffee shop because of the coffee/pastry store front - I was wrong. We came here...",https://s3-media2.fl.yelpcdn.com/photo/y9B--aE1sUMkWOHlBZ3XbA/ms.jpg,+1-718-361-7973,"[[Japanese,japanese],[Coffee & Tea,coffee]]",takumen-long-island-city,false,-73.9546699,"[Hunters Point,Long Island City]",["5-50 50th Avenue"],https://s3-media1.fl.yelpcdn.com/bphoto/aQPrUQWb4_UB-Z85kYof5Q/ms.jpg,"[5-50 50th Avenue,Hunters Point,Long Island City, NY 11101]",https://www.yelp.com/biz/takumen-long-island-city?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,7183617973,Takumen,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,11101,NY
Canal St & Hester St,1478689075,New York,8.0,40.7172,4.5,https://m.yelp.com/biz/rabbit-house-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,37,true,"This just bumped Raclette down to #2 on my favorite food experiences of 2016, it was that good! I came with a college friend, and we ordered the following:...",https://s3-media3.fl.yelpcdn.com/photo/Q0tBPj2lysL-XJq5_Idn7Q/ms.jpg,+1-212-343-4200,"[[Japanese,japanese],[Tapas Bars,tapas]]",rabbit-house-new-york,false,-73.99314,["Lower East Side"],["76 Forsyth St"],https://s3-media1.fl.yelpcdn.com/bphoto/OIgpblag4K9KJiNCQ6eHYw/ms.jpg,"[76 Forsyth St,Lower East Side,New York, NY 10002]",https://www.yelp.com/biz/rabbit-house-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,2123434200,Rabbit House,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10002,NY
Meserole St & Johnson Ave,,Brooklyn,8.0,40.70747,4.5,https://m.yelp.com/biz/win-son-brooklyn-4?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,61,true,"Win Son is one of my favorite restaurants in Brooklyn. Heck, maybe in all of NYC. It's THAT good! I'm Chinese, so you can trust me. Benes: The restaurant...",https://s3-media2.fl.yelpcdn.com/photo/LcN1mtXUsiFo-EHZnE4lPQ/ms.jpg,+1-347-457-6010,"[[Taiwanese,taiwanese],[American (New),newamerican]]",win-son-brooklyn-4,false,-73.9433899,["East Williamsburg"],["159 Graham Ave"],https://s3-media4.fl.yelpcdn.com/bphoto/BVAjgvnMboFfwpJcVUCfLg/ms.jpg,"[159 Graham Ave,East Williamsburg,Brooklyn, NY 11206]",https://www.yelp.com/biz/win-son-brooklyn-4?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,3474576010,Win Son,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,11206,NY
Graham Ave & Humboldt St,1476257648,Brooklyn,8.0,40.70724,4.5,https://m.yelp.com/biz/the-brooklyn-tree-brooklyn-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,26,true,"LOVE! Order from here at least once a week. Super quick delivery and DELICIOUS fresh food! Highly recommend the grilled cheese, the kale&quinoa, the...",https://s3-media2.fl.yelpcdn.com/photo/6GgawkvGNdHn7lHIBqCTpg/ms.jpg,+1-917-909-0307,"[[American (Traditional),tradamerican],[Sandwiches,sandwiches],[Coffee & Tea,coffee]]",the-brooklyn-tree-brooklyn-2,false,-73.94184,["East Williamsburg"],["188 Montrose Ave"],https://s3-media1.fl.yelpcdn.com/bphoto/QeEUZ5wZRrYu0Lv_0oIYqw/ms.jpg,"[188 Montrose Ave,East Williamsburg,Brooklyn, NY 11206]",https://www.yelp.com/biz/the-brooklyn-tree-brooklyn-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,9179090307,The Brooklyn Tree,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,11206,NY
Avenue Of The Americas & 7th Ave,1477551330,New York,8.0,40.74586,4.5,https://m.yelp.com/biz/sid-golds-request-room-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,50,false,"So much fun!  Great piano players. Our group thought we'd pop in. Ended up staying for hours. How have I never come here before?  Will be back for sure!",https://s3-media1.fl.yelpcdn.com/photo/uBuKwt_oO0_zEVg1evySiA/ms.jpg,+1-212-229-1948,"[[Cocktail Bars,cocktailbars],[Desserts,desserts],[Pizza,pizza]]",sid-golds-request-room-new-york,false,-73.99366,["Chelsea"],["165 W 26th St"],https://s3-media2.fl.yelpcdn.com/bphoto/TVWMZsrHoWhPwSsa2wHuyA/ms.jpg,"[165 W 26th St,Chelsea,New York, NY 10001]",https://www.yelp.com/biz/sid-golds-request-room-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,2122291948,Sid Gold's Request Room,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10001,NY
Degraw St & Sackett St,,Brooklyn,8.0,40.68344,4.5,https://m.yelp.com/biz/gersi-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,70,true,"Everything from start to finish was amazing.We started with the mozzarella di buffala and the mushroom toast- both tasty and seasoned well. We had the...",https://s3-media2.fl.yelpcdn.com/photo/dnwMx3T5Dvj7Sh6-TlWnlQ/ms.jpg,+1-347-889-5077,"[[Italian,italian],[Wine Bars,wine_bars]]",gersi-brooklyn,false,-73.99571,["Carroll Gardens"],["316 Court St"],https://s3-media4.fl.yelpcdn.com/bphoto/oZzHOcXySkL-tCOFJy20jw/ms.jpg,"[316 Court St,Carroll Gardens,Brooklyn, NY 11231]",https://www.yelp.com/biz/gersi-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,3478895077,Gersi,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,11231,NY
,1478799954,Queens,9.5,40.7567674800253,4.0,https://m.yelp.com/biz/holy-guacamole-queens?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,35,false,"Best guacamole ever !!!!!!If you're looking for a good Mexican restaurant,  this is not it, this place is great and awesome, the staff in the kitchen have...",https://s3-media4.fl.yelpcdn.com/photo/XoBZsh_kxetGl9T05S3l6A/ms.jpg,+1-917-832-7261,"[[Mexican,mexican]]",holy-guacamole-queens,false,-73.9294484278188,["Astoria"],["35-55 31st St"],https://s3-media4.fl.yelpcdn.com/bphoto/94aZSVqQA5yNERtGrzxACQ/ms.jpg,"[35-55 31st St,Astoria,Queens, NY 11106]",https://www.yelp.com/biz/holy-guacamole-queens?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,delivery_menu,US,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,9178327261,Holy Guacamole,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,11106,NY
2nd St & 4th Ave,,Brooklyn,9.5,40.6736889031443,4.5,https://m.yelp.com/biz/gristmill-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,53,true,"My friend, Celia, brought me to this place and my oh my was I blown away!From the moment you walk in, to the second you walk out, the staff was absolultly...",https://s3-media1.fl.yelpcdn.com/photo/WxTtrpw9yv99PZNo7WtIWA/ms.jpg,+1-718-499-2424,"[[American (New),newamerican],[Bars,bars]]",gristmill-brooklyn,false,-73.9824806441803,["Park Slope"],["289 5th Ave"],https://s3-media2.fl.yelpcdn.com/bphoto/ZIxQV26augZFfuLgD5_GxA/ms.jpg,"[289 5th Ave,Park Slope,Brooklyn, NY 11215]",https://www.yelp.com/biz/gristmill-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,7184992424,Gristmill,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,11215,NY
Broadway & 7th Ave,,New York,8.0,40.75689,3.5,https://m.yelp.com/biz/o-donoghues-pub-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,97,false,Came here with a friend because It was close to Times Square so it was the most convenient.! It also had a nice environment as well. Didn't try the food or...,https://s3-media4.fl.yelpcdn.com/photo/_NHGtDH_AovCoTZKEVzvCQ/ms.jpg,+1-212-997-2262,"[[Pubs,pubs],[Soup,soup],[Venues & Event Spaces,venues]]",o-donoghues-pub-new-york,false,-73.98521,"[Theater District,Midtown West]",["156 W 44th St"],https://s3-media2.fl.yelpcdn.com/bphoto/tF87fRUp3JlmsYa6CzZLnA/ms.jpg,"[156 W 44th St,Theater District,New York, NY 10036]",https://www.yelp.com/biz/o-donoghues-pub-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,2129972262,O'Donoghues Pub,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,10036,NY
Carlisle St & Rector St,,New York,9.5,40.7084192512151,4.0,https://m.yelp.com/biz/tipsy-shanghai-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,195,true,"Really recommend!The restaurant environment is cool and servers are nice'We love all the dishes we ordered!",https://s3-media2.fl.yelpcdn.com/photo/nv9oZNOD-VEejeKCrBNQBg/ms.jpg,+1-212-962-2096,"[[Shanghainese,shanghainese],[Dim Sum,dimsum],[Soup,soup]]",tipsy-shanghai-new-york,false,-74.0141288603204,["Financial District"],"[103 Washington St,2nd  Fl]",https://s3-media3.fl.yelpcdn.com/bphoto/iVDCR9BTmhJnKoqWQsZcFA/ms.jpg,"[103 Washington St,2nd  Fl,Financial District,New York, NY 10006]",https://www.yelp.com/biz/tipsy-shanghai-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,2129622096,Tipsy Shanghai,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,10006,NY
Franklin St & Leonard St,,Brooklyn,9.5,40.7301329064897,3.5,https://m.yelp.com/biz/brooklyn-bazaar-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,190,true,"NEW LOCATION REVIEW:I'm not sure I feel about this place, but it leans on the side of optimistic. It's the ultimate fusion of old meets new, and I'm just...",https://s3-media1.fl.yelpcdn.com/photo/0PddjeGWLWP0GhQdOkJa8w/ms.jpg,,"[[Music Venues,musicvenues],[Southern,southern],[Karaoke,karaoke]]",brooklyn-bazaar-brooklyn,false,-73.9547889981813,["Greenpoint"],["150 Greenpoint Ave"],https://s3-media1.fl.yelpcdn.com/bphoto/38Z_EAb4hXYov5pczQ10cg/ms.jpg,"[150 Greenpoint Ave,Greenpoint,Brooklyn, NY 11222]",https://www.yelp.com/biz/brooklyn-bazaar-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,,Brooklyn Bazaar,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,11222,NY
Lorimer St & Manhattan Ave,1480414289,Brooklyn,8.0,40.7253533,5.0,https://m.yelp.com/biz/hungry-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,23,true,"*My review will be based on a scale from 1 to 10 as 1 being the lowest and 10 being the highest in all these categories (food, service, atmosphere).*Food:...",https://s3-media1.fl.yelpcdn.com/photo/1tpE0BDyPZwMigcS96p98g/ms.jpg,+1-347-987-3893,"[[Cajun/Creole,cajun],[Thai,thai],[American (Traditional),tradamerican]]",hungry-brooklyn,false,-73.952406,["Greenpoint"],"[77 Norman Ave,Store 1]",https://s3-media1.fl.yelpcdn.com/bphoto/YLHXVornuo4boCPt6a7qBA/ms.jpg,"[77 Norman Ave,Store 1,Greenpoint,Brooklyn, NY 11222]",https://www.yelp.com/biz/hungry-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,eat24,US,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/f1def11e4e79/ico/stars/v1/stars_5.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/22affc4e6c38/ico/stars/v1/stars_large_5.png,3479873893,Hungry?,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/c7623205d5cd/ico/stars/v1/stars_small_5.png,11222,NY
,,Astoria,8.0,40.7636753,4.0,https://m.yelp.com/biz/moms-kitchen-and-bar-astoria?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,117,true,"We live down the street and have been to Mom's a handful of times since it opened. It's a good choice for a dinner with visiting family, date night with a...",https://s3-media2.fl.yelpcdn.com/photo/se63ihDcQelvOgR7onyywg/ms.jpg,+1-718-267-0142,"[[Bars,bars],[American (Traditional),tradamerican],[Breakfast & Brunch,breakfast_brunch]]",moms-kitchen-and-bar-astoria,false,-73.9215822,["Astoria"],["30-95 33rd St"],https://s3-media2.fl.yelpcdn.com/bphoto/1LJASEZv72hivhq6h2Q3oA/ms.jpg,"[30-95 33rd St,Astoria,Astoria, NY 11102]",https://www.yelp.com/biz/moms-kitchen-and-bar-astoria?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,7182670142,Mom's Kitchen & Bar,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,11102,NY
