cross_streets,menu_date_updated,city,geo_accuracy,latitude,rating,mobile_url,review_count,is_claimed,snippet_text,snippet_image_url,display_phone,categories,id,is_closed,longitude,neighborhoods,address,image_url,display_address,url,menu_provider,country_code,rating_img_url,rating_img_url_large,phone,name,rating_img_url_small,postal_code,state_code
,,Sunnyside,9.5,40.7460048214421,5.0,https://m.yelp.com/biz/the-alcove-sunnyside?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,162,true,I love this place. I've been twice and have been so impressed with the service. Everyone who works here makes a point to introduce themselves by name and...,https://s3-media3.fl.yelpcdn.com/photo/e3CyPxyhLORh2wqWsW75Bg/ms.jpg,+1-347-813-4159,"[[Gastropubs,gastropubs],[Tapas Bars,tapas]]",the-alcove-sunnyside,false,-73.9152161277393,["Woodside"],["41-11 49th Street"],https://s3-media1.fl.yelpcdn.com/bphoto/yerj0JC1KCT3z5MC02Qfdw/ms.jpg,"[41-11 49th Street,Woodside,Sunnyside, NY 11104]",https://www.yelp.com/biz/the-alcove-sunnyside?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/f1def11e4e79/ico/stars/v1/stars_5.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/22affc4e6c38/ico/stars/v1/stars_large_5.png,3478134159,The Alcove,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/c7623205d5cd/ico/stars/v1/stars_small_5.png,11104,NY
,1472730776,New York,9.5,40.7263139141197,4.5,https://m.yelp.com/biz/upstate-new-york-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,1299,true,Actually I stopped by a few weeks ago but never had a chance to try them because that they were busy that day and I have to wait for a long time. But...,https://s3-media2.fl.yelpcdn.com/photo/6s-LNfUfEL5y5M6VWHOB2A/ms.jpg,+1-917-408-3395,"[[Seafood,seafood]]",upstate-new-york-2,false,-73.9864901976935,["East Village"],["95 1st Ave"],https://s3-media1.fl.yelpcdn.com/bphoto/qJNkVkHcGWsprlouwX3siw/ms.jpg,"[95 1st Ave,East Village,New York, NY 10003]",https://www.yelp.com/biz/upstate-new-york-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,9174083395,Upstate,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10003,NY
Edens Aly & Fulton St,1475035953,New York,8.0,40.70873,4.5,https://m.yelp.com/biz/bocadillo-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,42,true,"I'm a huge fan! I've had the drool worthy avocado toast, the fresh mozzarella sandwich, jamon serrano, egg & cheese sandwich and the chai latte. Everything...",https://s3-media2.fl.yelpcdn.com/photo/1Rqk4l7VcH5DBv9GTFhT4w/ms.jpg,+1-212-227-4777,"[[Sandwiches,sandwiches],[Spanish,spanish],[Tapas/Small Plates,tapasmallplates]]",bocadillo-new-york,false,-74.00574,["Financial District"],["40 Gold St"],https://s3-media1.fl.yelpcdn.com/bphoto/MshMK-mZMjkD1b96vn_o1Q/ms.jpg,"[40 Gold St,Financial District,New York, NY 10038]",https://www.yelp.com/biz/bocadillo-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,2122274777,Bocadillo,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10038,NY
Canal St & Hester St,1478689075,New York,8.0,40.7172,5.0,https://m.yelp.com/biz/rabbit-house-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,31,true,I went here last night for dinner and was pleasantly surprised with the warm welcome we received from the chef as well as the out of the ordinary dishes for...,https://s3-media2.fl.yelpcdn.com/photo/TrTItehXIqW9slufh9hqjA/ms.jpg,+1-212-343-4200,"[[Japanese,japanese],[Tapas Bars,tapas]]",rabbit-house-new-york,false,-73.99314,["Lower East Side"],["76 Forsyth St"],https://s3-media1.fl.yelpcdn.com/bphoto/OIgpblag4K9KJiNCQ6eHYw/ms.jpg,"[76 Forsyth St,Lower East Side,New York, NY 10002]",https://www.yelp.com/biz/rabbit-house-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/f1def11e4e79/ico/stars/v1/stars_5.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/22affc4e6c38/ico/stars/v1/stars_large_5.png,2123434200,Rabbit House,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/c7623205d5cd/ico/stars/v1/stars_small_5.png,10002,NY
9th Ave & 8th Ave,,New York,8.0,40.76072,4.5,https://m.yelp.com/biz/dutch-freds-new-york-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,205,true,"Great vibe. Very relaxing atmosphere. I got the working class, and it was a really unique drink. It was smokey and the cherries that came with it were...",https://s3-media4.fl.yelpcdn.com/photo/qm856kL_8NtOj7lpZVExvw/ms.jpg,+1-646-918-6923,"[[Cocktail Bars,cocktailbars],[Tapas/Small Plates,tapasmallplates],[American (New),newamerican]]",dutch-freds-new-york-2,false,-73.98793,"[Theater District,Midtown West,Hell's Kitchen]",["307 W 47th St"],https://s3-media2.fl.yelpcdn.com/bphoto/78gMj-tpfLM1kHRq-oXiYw/ms.jpg,"[307 W 47th St,Theater District,New York, NY 10036]",https://www.yelp.com/biz/dutch-freds-new-york-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,6469186923,Dutch Freds,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10036,NY
Baxter St & Centre St,1472899518,New York,8.0,40.71787,4.5,https://m.yelp.com/biz/chikarashi-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,246,true,"Love, love, LOVE Chikarashi. My friends and I were shopping in Soho when we got hungry and stumbled on this place during its grand opening. I got the Ponzu...",https://s3-media2.fl.yelpcdn.com/photo/dZ_9ZxgSR40ZxLTAaddTHQ/ms.jpg,+1-646-649-5965,"[[Japanese,japanese],[Hawaiian,hawaiian],[Poke,poke]]",chikarashi-new-york,false,-73.99948,["Chinatown"],["227 Canal St"],https://s3-media1.fl.yelpcdn.com/bphoto/l_hihX7b8pz2mcaHDnjwvQ/ms.jpg,"[227 Canal St,Chinatown,New York, NY 10013]",https://www.yelp.com/biz/chikarashi-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,6466495965,Chikarashi,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10013,NY
East 9th St & Avenue A,,New York,8.0,40.7275,4.5,https://m.yelp.com/biz/thursday-kitchen-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,183,true,"Loved my time here. Lived up to their prices.Quality food. Chill vibes.Came by on Tuesday night with my boyfriend about 7ish? 730? and no wait.Seated...",https://s3-media4.fl.yelpcdn.com/photo/nh1VrawmZKbLEql5TQDw4Q/ms.jpg,+1-646-755-8088,"[[Korean,korean],[American (New),newamerican],[Tapas/Small Plates,tapasmallplates]]",thursday-kitchen-new-york,false,-73.9838,"[East Village,Alphabet City]",["424 E 9th St"],https://s3-media2.fl.yelpcdn.com/bphoto/Rrtsi0d4NZ-RR91UPRn7MQ/ms.jpg,"[424 E 9th St,East Village,New York, NY 10009]",https://www.yelp.com/biz/thursday-kitchen-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,6467558088,Thursday Kitchen,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10009,NY
,,Long Island City,8.0,40.74259,4.0,https://m.yelp.com/biz/takumen-long-island-city?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,43,true,"What a great addition to the neighborhood. I first thought it was just a coffee shop because of the coffee/pastry store front - I was wrong. We came here...",https://s3-media2.fl.yelpcdn.com/photo/y9B--aE1sUMkWOHlBZ3XbA/ms.jpg,+1-718-361-7973,"[[Japanese,japanese],[Coffee & Tea,coffee]]",takumen-long-island-city,false,-73.9546699,"[Hunters Point,Long Island City]",["5-50 50th Avenue"],https://s3-media3.fl.yelpcdn.com/bphoto/XiPb9DumjXeOPVpQvg0sbA/ms.jpg,"[5-50 50th Avenue,Hunters Point,Long Island City, NY 11101]",https://www.yelp.com/biz/takumen-long-island-city?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,7183617973,Takumen,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,11101,NY
Meserole St & Johnson Ave,,Brooklyn,8.0,40.70747,4.5,https://m.yelp.com/biz/win-son-brooklyn-4?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,60,true,"Win Son is one of my favorite restaurants in Brooklyn. Heck, maybe in all of NYC. It's THAT good! I'm Chinese, so you can trust me. Benes: The restaurant...",https://s3-media2.fl.yelpcdn.com/photo/LcN1mtXUsiFo-EHZnE4lPQ/ms.jpg,+1-347-457-6010,"[[Taiwanese,taiwanese],[American (New),newamerican]]",win-son-brooklyn-4,false,-73.9433899,["East Williamsburg"],["159 Graham Ave"],https://s3-media4.fl.yelpcdn.com/bphoto/BVAjgvnMboFfwpJcVUCfLg/ms.jpg,"[159 Graham Ave,East Williamsburg,Brooklyn, NY 11206]",https://www.yelp.com/biz/win-son-brooklyn-4?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,3474576010,Win Son,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,11206,NY
19th St & 18th St,1476369194,New York,8.0,40.73542,4.5,https://m.yelp.com/biz/midwinter-kitchen-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,97,true,"Perfect for a cold fall night, Midwinter Kitchen balances homey dishes with innovative twists in a cozy atmosphere.The fact that Midwinter kitchen sources...",https://s3-media2.fl.yelpcdn.com/photo/OAuaDsVIxIPzY0AsUeTaqQ/ms.jpg,+1-212-505-8500,"[[Comfort Food,comfortfood],[Breakfast & Brunch,breakfast_brunch]]",midwinter-kitchen-new-york,false,-73.98293,["Gramercy"],["327 2nd Ave"],https://s3-media1.fl.yelpcdn.com/bphoto/u3HGGLmOYaKUlmI_jb2ZHw/ms.jpg,"[327 2nd Ave,Gramercy,New York, NY 10003]",https://www.yelp.com/biz/midwinter-kitchen-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,2125058500,Midwinter Kitchen,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10003,NY
Avenue Of The Americas & 7th Ave,1477551330,New York,8.0,40.74586,4.5,https://m.yelp.com/biz/sid-golds-request-room-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,50,false,"So much fun!  Great piano players. Our group thought we'd pop in. Ended up staying for hours. How have I never come here before?  Will be back for sure!",https://s3-media1.fl.yelpcdn.com/photo/uBuKwt_oO0_zEVg1evySiA/ms.jpg,+1-212-229-1948,"[[Cocktail Bars,cocktailbars],[Desserts,desserts],[Pizza,pizza]]",sid-golds-request-room-new-york,false,-73.99366,["Chelsea"],["165 W 26th St"],https://s3-media3.fl.yelpcdn.com/bphoto/r4nEOV-ucnq0pOXRBfQ5Fg/ms.jpg,"[165 W 26th St,Chelsea,New York, NY 10001]",https://www.yelp.com/biz/sid-golds-request-room-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,2122291948,Sid Gold's Request Room,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10001,NY
Degraw St & Sackett St,,Brooklyn,8.0,40.68344,4.5,https://m.yelp.com/biz/gersi-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,67,true,"Everything from start to finish was amazing.We started with the mozzarella di buffala and the mushroom toast- both tasty and seasoned well. We had the...",https://s3-media2.fl.yelpcdn.com/photo/dnwMx3T5Dvj7Sh6-TlWnlQ/ms.jpg,+1-347-889-5077,"[[Italian,italian],[Wine Bars,wine_bars]]",gersi-brooklyn,false,-73.99571,["Carroll Gardens"],["316 Court St"],https://s3-media4.fl.yelpcdn.com/bphoto/oZzHOcXySkL-tCOFJy20jw/ms.jpg,"[316 Court St,Carroll Gardens,Brooklyn, NY 11231]",https://www.yelp.com/biz/gersi-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,3478895077,Gersi,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,11231,NY
2nd St & 4th Ave,,Brooklyn,9.5,40.6736889031443,4.5,https://m.yelp.com/biz/gristmill-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,51,true,"My friend, Celia, brought me to this place and my oh my was I blown away!From the moment you walk in, to the second you walk out, the staff was absolultly...",https://s3-media1.fl.yelpcdn.com/photo/WxTtrpw9yv99PZNo7WtIWA/ms.jpg,+1-718-499-2424,"[[American (New),newamerican],[Bars,bars]]",gristmill-brooklyn,false,-73.9824806441803,["Park Slope"],["289 5th Ave"],https://s3-media2.fl.yelpcdn.com/bphoto/ZIxQV26augZFfuLgD5_GxA/ms.jpg,"[289 5th Ave,Park Slope,Brooklyn, NY 11215]",https://www.yelp.com/biz/gristmill-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,7184992424,Gristmill,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,11215,NY
Broadway & 7th Ave,,New York,8.0,40.75689,3.5,https://m.yelp.com/biz/o-donoghues-pub-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,98,false,"Very accommodating staff. Friendly and engaging.Had Angus burger w/fries and Mederterrian salad.Fantastic. Delicate dressing, everything was great. Local...",https://s3-media2.fl.yelpcdn.com/photo/alUamZn1SSAY81EyLxol7w/ms.jpg,+1-212-997-2262,"[[Pubs,pubs],[Soup,soup],[Venues & Event Spaces,venues]]",o-donoghues-pub-new-york,false,-73.98521,"[Theater District,Midtown West]",["156 W 44th St"],https://s3-media2.fl.yelpcdn.com/bphoto/tF87fRUp3JlmsYa6CzZLnA/ms.jpg,"[156 W 44th St,Theater District,New York, NY 10036]",https://www.yelp.com/biz/o-donoghues-pub-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,2129972262,O'Donoghues Pub,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,10036,NY
Carlisle St & Rector St,,New York,9.5,40.7084192512151,4.0,https://m.yelp.com/biz/tipsy-shanghai-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,193,true,"Really recommend!The restaurant environment is cool and servers are nice'We love all the dishes we ordered!",https://s3-media2.fl.yelpcdn.com/photo/nv9oZNOD-VEejeKCrBNQBg/ms.jpg,+1-212-962-2096,"[[Shanghainese,shanghainese],[Dim Sum,dimsum],[Soup,soup]]",tipsy-shanghai-new-york,false,-74.0141288603204,["Financial District"],"[103 Washington St,2nd  Fl]",https://s3-media3.fl.yelpcdn.com/bphoto/iVDCR9BTmhJnKoqWQsZcFA/ms.jpg,"[103 Washington St,2nd  Fl,Financial District,New York, NY 10006]",https://www.yelp.com/biz/tipsy-shanghai-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,2129622096,Tipsy Shanghai,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,10006,NY
Franklin St & Leonard St,,Brooklyn,9.5,40.7301329064897,4.0,https://m.yelp.com/biz/brooklyn-bazaar-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,192,true,"NEW LOCATION REVIEW:I'm not sure I feel about this place, but it leans on the side of optimistic. It's the ultimate fusion of old meets new, and I'm just...",https://s3-media1.fl.yelpcdn.com/photo/0PddjeGWLWP0GhQdOkJa8w/ms.jpg,,"[[Music Venues,musicvenues],[Southern,southern],[Karaoke,karaoke]]",brooklyn-bazaar-brooklyn,false,-73.9547889981813,["Greenpoint"],["150 Greenpoint Ave"],https://s3-media1.fl.yelpcdn.com/bphoto/38Z_EAb4hXYov5pczQ10cg/ms.jpg,"[150 Greenpoint Ave,Greenpoint,Brooklyn, NY 11222]",https://www.yelp.com/biz/brooklyn-bazaar-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,,Brooklyn Bazaar,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,11222,NY
,1478799954,Queens,9.5,40.7567674800253,4.0,https://m.yelp.com/biz/holy-guacamole-queens?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,35,false,"Best guacamole ever !!!!!!If you're looking for a good Mexican restaurant,  this is not it, this place is great and awesome, the staff in the kitchen have...",https://s3-media4.fl.yelpcdn.com/photo/XoBZsh_kxetGl9T05S3l6A/ms.jpg,+1-917-832-7261,"[[Mexican,mexican]]",holy-guacamole-queens,false,-73.9294484278188,["Astoria"],["35-55 31st St"],https://s3-media4.fl.yelpcdn.com/bphoto/94aZSVqQA5yNERtGrzxACQ/ms.jpg,"[35-55 31st St,Astoria,Queens, NY 11106]",https://www.yelp.com/biz/holy-guacamole-queens?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,delivery_menu,US,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,9178327261,Holy Guacamole,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,11106,NY
,,Astoria,8.0,40.7636753,4.0,https://m.yelp.com/biz/moms-kitchen-and-bar-astoria?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,107,true,"We live down the street and have been to Mom's a handful of times since it opened. It's a good choice for a dinner with visiting family, date night with a...",https://s3-media2.fl.yelpcdn.com/photo/se63ihDcQelvOgR7onyywg/ms.jpg,+1-718-267-0142,"[[Bars,bars],[American (Traditional),tradamerican],[Breakfast & Brunch,breakfast_brunch]]",moms-kitchen-and-bar-astoria,false,-73.9215822,["Astoria"],["30-95 33rd St"],https://s3-media3.fl.yelpcdn.com/bphoto/j0naILdCmo8rx3Ix9aineQ/ms.jpg,"[30-95 33rd St,Astoria,Astoria, NY 11102]",https://www.yelp.com/biz/moms-kitchen-and-bar-astoria?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,7182670142,Mom's Kitchen & Bar,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,11102,NY
Lorimer St & Manhattan Ave,1477011552,Brooklyn,8.0,40.7253533,5.0,https://m.yelp.com/biz/hungry-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,23,true,"*My review will be based on a scale from 1 to 10 as 1 being the lowest and 10 being the highest in all these categories (food, service, atmosphere).*Food:...",https://s3-media1.fl.yelpcdn.com/photo/1tpE0BDyPZwMigcS96p98g/ms.jpg,+1-347-987-3893,"[[Cajun/Creole,cajun],[Thai,thai],[American (Traditional),tradamerican]]",hungry-brooklyn,false,-73.952406,["Greenpoint"],"[77 Norman Ave,Store 1]",https://s3-media1.fl.yelpcdn.com/bphoto/YLHXVornuo4boCPt6a7qBA/ms.jpg,"[77 Norman Ave,Store 1,Greenpoint,Brooklyn, NY 11222]",https://www.yelp.com/biz/hungry-brooklyn?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,delivery_menu,US,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/f1def11e4e79/ico/stars/v1/stars_5.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/22affc4e6c38/ico/stars/v1/stars_large_5.png,3479873893,Hungry?,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/c7623205d5cd/ico/stars/v1/stars_small_5.png,11222,NY
